path,category,contrast,homogeneity,energy,correlation,entropy,height_mean,height_std,hist_entropy,gradient_mean
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_50_height.jpg,Wood,0.000275,0.999863,0.999722,0.024825,0.010177,0.498617,0.002195,0.231872,0.001419
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_oak_wood_33_13_height.jpg,Wood,1.156653,0.646474,0.360359,0.088497,0.134472,0.551207,0.011712,0.918564,0.009014
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_oak_wood_33_14_height.jpg,Wood,1.211320,0.640180,0.354113,0.085767,0.144591,0.549521,0.011996,0.805082,0.009218
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_painted_wood_08_height.png,Wood,0.327847,0.843657,0.405292,0.803218,0.084907,0.498778,0.013634,0.805082,0.003313
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_painted_wood_pbr_18_34_height.jpg,Wood,0.071007,0.964573,0.924096,0.118281,0.037234,0.497643,0.003274,0.347266,0.002268
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_pecan_wood_33_23_height.jpg,Wood,0.439887,0.782875,0.526561,0.106452,0.042281,0.522054,0.005419,0.462290,0.003966
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_1_01_height.png,Wood,0.089902,0.955053,0.745440,0.810758,0.043741,0.499155,0.007021,0.691205,0.001148
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_2_03_height.png,Wood,0.219619,0.891884,0.760024,0.208469,0.047550,0.498397,0.005267,0.462290,0.003200
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_3_70_height.png,Wood,0.537507,0.815594,0.548115,0.438477,0.259767,0.498405,0.010176,1.144314,0.004329
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_4_72_height.png,Wood,0.000015,0.999993,0.999985,0.041659,0.009574,0.499592,0.002014,0.231872,0.001028
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_5_75_height.png,Wood,0.000000,1.000000,1.000000,1.000000,0.003282,0.499573,0.002201,0.231872,0.001366
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_6_80_height.png,Wood,0.082720,0.958777,0.844868,0.639087,0.026550,0.500351,0.005010,0.462290,0.001118
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_shiny_wood_7_82_height.png,Wood,0.060742,0.969788,0.933102,0.181588,0.025032,0.499255,0.003826,0.347266,0.002283
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_wood_1_30_height.png,Wood,0.212746,0.897686,0.742404,0.367085,0.088309,0.498675,0.005898,0.691205,0.003242
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_wood_2_83_height.png,Wood,0.559270,0.783359,0.339952,0.769138,0.167760,0.497248,0.016682,1.031644,0.004707
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_wood_3_86_height.png,Wood,0.688451,0.747418,0.242366,0.919084,0.379262,0.496458,0.032186,1.590737,0.005827
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_wooden_planks_09_height.png,Wood,0.817215,0.738852,0.342128,0.635878,0.252354,0.497957,0.016048,1.256566,0.005934
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dirty_plywood_33_99_height.jpg,Wood,0.377619,0.846628,0.692498,0.122875,0.088319,0.545352,0.006865,0.691205,0.004715
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__elm_wood_33_48_height.jpg,Wood,0.447299,0.781877,0.520940,0.122396,0.044224,0.522040,0.006130,0.462290,0.004478
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__elm_wood_33_49_height.jpg,Wood,0.456212,0.776869,0.523904,0.091567,0.043567,0.521923,0.005975,0.462290,0.004262
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__elm_wood_33_50_height.jpg,Wood,0.452066,0.777571,0.527834,0.084094,0.044306,0.521988,0.005674,0.462290,0.004015
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__elm_wood_planks_33_76_height.jpg,Wood,30.093541,0.761874,0.612277,0.544950,0.950160,0.692007,0.093284,3.500000,0.019621
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__elm_wood_planks_33_77_height.jpg,Wood,55.817870,0.663174,0.509548,0.487600,1.019102,0.668215,0.118279,3.367734,0.033672
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_01_height.jpg,Wood,0.520723,0.773307,0.410002,0.554814,0.099095,0.498199,0.011167,0.691205,0.005097
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_06_height.jpg,Wood,0.297000,0.853649,0.521453,0.623770,0.057405,0.497919,0.008722,0.691205,0.003243
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_07_height.jpg,Wood,0.348296,0.838192,0.629204,0.282250,0.061221,0.498073,0.006960,0.576938,0.004105
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_08_height.jpg,Wood,0.312024,0.853504,0.690663,0.127293,0.045318,0.498112,0.005875,0.576938,0.004202
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_09_height.jpg,Wood,0.020343,0.989831,0.979045,0.056344,0.022571,0.498477,0.003009,0.231872,0.002137
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_11_height.jpg,Wood,0.027856,0.986088,0.970797,0.090394,0.025265,0.498247,0.003231,0.231872,0.002125
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_12_height.jpg,Wood,0.034645,0.982731,0.964266,0.067296,0.027056,0.498166,0.003374,0.231872,0.002317
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_14_height.jpg,Wood,0.158227,0.921706,0.819557,0.231096,0.026550,0.498020,0.004633,0.462290,0.002593
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_17_height.jpg,Wood,0.025996,0.987002,0.972303,0.113630,0.019807,0.498229,0.003051,0.231872,0.001747
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_27_height.jpg,Wood,0.400355,0.819364,0.613585,0.150736,0.045672,0.497375,0.006710,0.462290,0.004655
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_33_height.jpg,Wood,0.000821,0.999589,0.999167,0.028377,0.010998,0.498406,0.002101,0.231872,0.001273
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_39_height.jpg,Wood,0.078817,0.960623,0.912229,0.177066,0.030315,0.498241,0.003654,0.347266,0.002351
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_40_height.jpg,Wood,0.175696,0.912698,0.807026,0.157269,0.035578,0.497405,0.004446,0.347266,0.003024
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_42_height.jpg,Wood,0.033729,0.983143,0.964404,0.098760,0.023857,0.498231,0.003122,0.347266,0.002055
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_44_height.jpg,Wood,0.009678,0.995161,0.990029,0.056651,0.012639,0.498549,0.002469,0.347266,0.001653
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_49_height.jpg,Wood,0.039726,0.980137,0.957521,0.117759,0.019260,0.498358,0.003173,0.347266,0.002025
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_51_height.jpg,Wood,0.163726,0.918440,0.813193,0.200885,0.027563,0.497157,0.004272,0.347266,0.002750
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_76_height.jpg,Wood,0.321559,0.846042,0.442928,0.765061,0.104591,0.498296,0.012279,0.805082,0.003311
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_83_height.jpg,Wood,0.173232,0.919890,0.796474,0.452329,0.104322,0.498126,0.006077,0.805082,0.002764
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_88_height.jpg,Wood,0.151521,0.924296,0.814909,0.318887,0.026044,0.498808,0.005034,0.347266,0.002217
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_93_height.jpg,Wood,0.325753,0.850287,0.544663,0.576469,0.112344,0.498284,0.008646,0.805082,0.003409
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__fine_wood_pbr_18_96_height.jpg,Wood,0.032034,0.983983,0.964539,0.172603,0.021681,0.498348,0.003231,0.231872,0.001809
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__generic_wood_33_01_height.jpg,Wood,1.028460,0.668745,0.383303,0.111348,0.144051,0.484670,0.011099,0.918564,0.008098
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__generic_wood_33_02_height.jpg,Wood,0.933083,0.683898,0.409600,0.085073,0.134931,0.484580,0.010311,0.805082,0.007788
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_old_wood_09_height.png,Wood,0.276476,0.886549,0.747126,0.227568,0.092576,0.500896,0.006320,0.805082,0.003539
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_wood_08_height.png,Wood,0.236325,0.887080,0.324057,0.964700,0.181010,0.501371,0.028259,1.256566,0.002548
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_wood_33_56_height.jpg,Wood,4.251294,0.480397,0.178393,0.337810,0.395553,0.488236,0.027752,1.590737,0.016406
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_wood_height.png,Wood,0.545101,0.789832,0.457189,0.475975,0.299873,0.511376,0.010341,1.590737,0.005013
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_wooden_planks_pbr_18_59_height.jpg,Wood,1.785999,0.800311,0.599827,0.386579,0.336225,0.577395,0.018521,1.590737,0.006563
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__green_painted_wooden_planks_pbr_18_61_height.jpg,Wood,3.369067,0.784962,0.567503,0.292305,0.430673,0.577375,0.023924,2.029940,0.008272
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__grey_wood_08_height.png,Wood,0.584895,0.781953,0.495899,0.357347,0.276196,0.497960,0.009745,1.479786,0.005411
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__grey_wooden_planks_pbr_18_58_height.jpg,Wood,2.566443,0.788480,0.461899,0.538141,0.472241,0.559757,0.026335,1.811278,0.007062
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__grey_wooden_planks_pbr_18_74_height.jpg,Wood,3.475039,0.781881,0.454772,0.708439,0.406855,0.539577,0.037915,1.590737,0.006883
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light oak_wood_33_03_height.jpg,Wood,1.193882,0.645650,0.356225,0.093126,0.135740,0.484790,0.011954,0.918564,0.008509
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_03_height.jpg,Wood,1.139132,0.675700,0.284301,0.583167,0.173296,0.493716,0.017792,1.031644,0.006875
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_04_height.jpg,Wood,0.192589,0.903973,0.579553,0.755883,0.056680,0.498079,0.009031,0.576938,0.002563
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_100_height.jpg,Wood,0.262781,0.871672,0.692323,0.306293,0.051187,0.498162,0.006161,0.576938,0.003462
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_13_height.jpg,Wood,0.000314,0.999843,0.999682,0.027621,0.010724,0.498993,0.002263,0.231872,0.001303
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_15_height.jpg,Wood,0.000023,0.999988,0.999977,-0.000012,0.009357,0.498856,0.001870,0.231872,0.000969
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_21_height.jpg,Wood,0.004728,0.997636,0.995157,0.046276,0.018657,0.498305,0.002482,0.231872,0.001651
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_22_height.jpg,Wood,0.005755,0.997123,0.994154,0.030783,0.012639,0.498520,0.002652,0.231872,0.001638
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_24_height.jpg,Wood,0.014861,0.992570,0.984654,0.060579,0.018987,0.498266,0.002810,0.231872,0.001924
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_25_height.jpg,Wood,0.000008,0.999996,0.999992,-0.000004,0.009357,0.499327,0.002021,0.231872,0.001390
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_28_height.jpg,Wood,0.063845,0.968080,0.929984,0.154459,0.021244,0.498745,0.003576,0.347266,0.002315
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_30_height.jpg,Wood,0.032782,0.983609,0.965366,0.098781,0.012639,0.497840,0.002798,0.347266,0.001888
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_32_height.jpg,Wood,0.006367,0.996816,0.993348,0.081824,0.011818,0.498866,0.002384,0.231872,0.001614
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_37_height.jpg,Wood,0.063546,0.968233,0.923883,0.272083,0.021873,0.498518,0.003736,0.347266,0.002295
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_fine_wood_pbr_18_41_height.jpg,Wood,0.146709,0.927015,0.840224,0.146411,0.038642,0.497696,0.004294,0.347266,0.002887
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_oplar_wood_33_29_height.jpg,Wood,0.448979,0.781204,0.517882,0.141593,0.044852,0.523337,0.006895,0.462290,0.004945
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_pecan_wood_33_24_height.jpg,Wood,0.438954,0.782982,0.528471,0.100744,0.041926,0.522019,0.005271,0.462290,0.003912
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_pine_wood_33_15_height.jpg,Wood,1.147310,0.651709,0.362495,0.099114,0.126173,0.528530,0.011731,0.805082,0.008024
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_pine_wood_33_16_height.jpg,Wood,1.039907,0.666826,0.380526,0.105563,0.104768,0.527137,0.011113,0.805082,0.007561
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_shiny_wood_1_67_height.png,Wood,0.092459,0.954172,0.874551,0.434355,0.042498,0.499665,0.004569,0.576938,0.001785
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_shiny_wood_2_71_height.png,Wood,0.360589,0.863819,0.622227,0.475145,0.171192,0.499462,0.008559,1.031644,0.003318
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_shiny_wood_3_85_height.png,Wood,0.186036,0.916628,0.475704,0.887320,0.175880,0.528676,0.013708,1.256566,0.002164
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_shiny_wood_4_89_height.png,Wood,0.032795,0.983602,0.921287,0.740254,0.021995,0.499891,0.004395,0.347266,0.000604
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_1_02_height.png,Wood,0.144570,0.928788,0.845880,0.149021,0.040489,0.499085,0.004724,0.347266,0.003015
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_2_13_height.png,Wood,0.175013,0.912494,0.670665,0.569986,0.018931,0.509928,0.003933,0.347266,0.001493
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_3_15_height.png,Wood,0.497272,0.823430,0.343941,0.842160,0.508126,0.512611,0.019307,2.184141,0.003784
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_4_16_height.png,Wood,0.706005,0.775525,0.250896,0.914471,0.442536,0.511730,0.031711,1.811278,0.004787
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_5_17_height.png,Wood,0.359340,0.874947,0.429422,0.921916,0.394158,0.512162,0.023337,1.811278,0.002623
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_6_21_height.png,Wood,0.123148,0.956652,0.733264,0.877330,0.177120,0.499623,0.010421,1.144314,0.000936
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_7_38_height.png,Wood,0.123167,0.938818,0.513036,0.906362,0.057759,0.499256,0.011938,0.576938,0.001282
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__light_wood_8_77_height.png,Wood,0.260616,0.880397,0.561087,0.577070,0.158031,0.538660,0.006385,1.144314,0.002159
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_33_44_height.jpg,Wood,0.439409,0.786697,0.522613,0.148026,0.046917,0.521992,0.006315,0.462290,0.004420
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_33_45_height.jpg,Wood,0.456523,0.779687,0.534023,0.095989,0.045318,0.521586,0.006404,0.462290,0.004515
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_33_46_height.jpg,Wood,0.425858,0.790636,0.533285,0.137149,0.042008,0.521828,0.005747,0.462290,0.004062
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_33_47_height.jpg,Wood,0.442172,0.783571,0.545724,0.083449,0.039983,0.521440,0.005950,0.462290,0.004088
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_planks_33_92_height.jpg,Wood,129.174312,0.655883,0.235240,0.622566,2.819250,0.824621,0.208575,5.449699,0.046870
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_planks_33_93_height.jpg,Wood,54.851825,0.312857,0.059181,0.814953,4.367590,0.560245,0.193843,5.374160,0.036394
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mahogany_wood_planks_33_94_height.jpg,Wood,127.134873,0.232833,0.060296,0.563508,3.690048,0.547472,0.192051,5.104641,0.065083
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__maple_wood_33_40_height.jpg,Wood,0.443207,0.783360,0.513004,0.149470,0.044579,0.523294,0.006440,0.462290,0.004334
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__maple_wood_33_41_height.jpg,Wood,0.411874,0.800052,0.530255,0.187783,0.046861,0.521835,0.006069,0.462290,0.004119
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__maple_wood_33_42_height.jpg,Wood,0.455023,0.776076,0.524531,0.087095,0.043428,0.524458,0.006211,0.462290,0.004406
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__maple_wood_33_43_height.jpg,Wood,0.467685,0.770109,0.522195,0.062956,0.046877,0.524502,0.005986,0.347266,0.004246
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__maple_wood_planks_33_91_height.jpg,Wood,87.413118,0.678771,0.290488,0.747054,2.448902,0.815369,0.210485,5.625000,0.033923
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__mossy_old_wood_08_height.png,Wood,0.721453,0.744907,0.248171,0.887146,0.344470,0.497063,0.027696,1.780028,0.005830
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__multi_color_pecan_wood_33_22_height.jpg,Wood,0.439003,0.783448,0.527329,0.107922,0.043526,0.522023,0.005467,0.347266,0.003988
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__oak_wood_33_04_height.jpg,Wood,1.512007,0.603363,0.318021,0.078448,0.160901,0.574324,0.013530,0.918564,0.010523
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__oak_wood_planks_33_75_height.jpg,Wood,15.398497,0.558069,0.287267,0.289697,0.849330,0.561558,0.052501,2.642545,0.021227
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_painted_wood_04_height.png,Wood,0.563652,0.775812,0.372880,0.678673,0.147348,0.238976,0.014013,0.918564,0.004923
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_pine_wood_wood_33_52_height.jpg,Wood,3.033363,0.524047,0.225631,0.149937,0.270241,0.507662,0.020488,1.256566,0.012521
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_studded_wood_04_height.png,Wood,1.229405,0.683865,0.253172,0.740561,0.289290,0.496184,0.023715,1.368393,0.007126
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_043_height.png,Wood,37.967685,0.285071,0.055953,0.612091,3.744670,0.480416,0.110847,5.202820,0.042527
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_048_height.png,Wood,0.598900,0.775981,0.311085,0.864471,0.197330,0.502481,0.022893,1.256566,0.005119
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_053_height.png,Wood,0.397507,0.816654,0.382835,0.792604,0.108172,0.497772,0.014747,0.805082,0.004428
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_060_height.png,Wood,1.023824,0.677560,0.316251,0.511660,0.304696,0.497116,0.015439,1.368393,0.008068
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_063_height.png,Wood,0.324424,0.853449,0.580021,0.564388,0.135039,0.498671,0.008794,0.805082,0.003357
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_06_height.png,Wood,0.644926,0.765500,0.350406,0.685134,0.272964,0.314375,0.015494,1.479786,0.005290
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_087_height.png,Wood,0.373297,0.822935,0.507954,0.524973,0.077086,0.497700,0.008840,0.691205,0.004048
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_094_height.png,Wood,0.905598,0.703609,0.265321,0.789557,0.272525,0.495904,0.022546,1.448536,0.007161
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_1_096_height.png,Wood,0.933536,0.712050,0.288481,0.757259,0.381404,0.496926,0.021285,1.701238,0.006655
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_2_08_height.png,Wood,1.923382,0.630891,0.170126,0.876766,0.741760,0.344572,0.045192,2.354228,0.009361
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_33_66_height.jpg,Wood,11.212503,0.360916,0.099250,0.504565,1.157498,0.459710,0.052798,2.673795,0.026331
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_33_67_height.jpg,Wood,2.334671,0.554054,0.224697,0.389568,0.338446,0.477056,0.021255,1.479786,0.011751
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_33_68_height.jpg,Wood,2.452743,0.550259,0.220335,0.393801,0.366551,0.477344,0.021900,1.479786,0.011818
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_33_69_height.jpg,Wood,3.093987,0.508168,0.171437,0.574542,0.512414,0.468448,0.029554,1.811278,0.013807
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_33_70_height.jpg,Wood,3.035849,0.511053,0.174490,0.557403,0.471844,0.470828,0.028710,1.701238,0.013699
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_3_09_height.png,Wood,0.607559,0.774881,0.369778,0.672061,0.224106,0.289679,0.014406,1.256566,0.005155
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_4_10_height.png,Wood,1.275854,0.675869,0.241523,0.749299,0.339797,0.495675,0.024760,1.479786,0.008073
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_5_11_height.png,Wood,2.047565,0.585084,0.197378,0.737598,0.581658,0.495115,0.030834,2.029940,0.010903
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_6_19_height.png,Wood,1.046123,0.685543,0.294256,0.625514,0.399634,0.511738,0.018042,1.701238,0.007495
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_7_36_height.png,Wood,0.474832,0.799344,0.280992,0.920471,0.223250,0.497502,0.026680,1.479786,0.004384
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_8_39_height.png,Wood,0.495256,0.788076,0.434375,0.556682,0.108087,0.498495,0.010796,0.805082,0.004733
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_9_40_height.png,Wood,1.160320,0.683522,0.304585,0.527418,0.300284,0.497435,0.016813,1.479786,0.007620
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_77_height.jpg,Wood,0.980307,0.699403,0.336298,0.447823,0.159131,0.495382,0.014139,0.918564,0.007400
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_78_height.jpg,Wood,0.298822,0.856233,0.627620,0.416719,0.065625,0.498342,0.007077,0.576938,0.003699
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_79_height.jpg,Wood,0.428345,0.814717,0.575497,0.289113,0.115189,0.497235,0.007752,0.918564,0.004795
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_80_height.jpg,Wood,1.304677,0.642990,0.305137,0.364116,0.225418,0.943532,0.015286,1.182271,0.009202
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_87_height.jpg,Wood,0.919874,0.729440,0.327020,0.659966,0.248850,0.496697,0.017828,1.256566,0.006475
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_90_height.jpg,Wood,0.455761,0.803530,0.474945,0.493828,0.146194,0.496496,0.009532,0.805082,0.004404
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_91_height.jpg,Wood,0.538168,0.785931,0.461800,0.501686,0.197279,0.496879,0.010720,1.031644,0.005282
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_92_height.jpg,Wood,0.579057,0.762418,0.406462,0.488618,0.098492,0.496912,0.010940,0.805082,0.005630
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_pbr_18_98_height.jpg,Wood,0.700652,0.739020,0.414614,0.408748,0.162402,0.497243,0.011216,1.031644,0.006331
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_planks_33_71_height.jpg,Wood,28.457142,0.629783,0.307226,0.581809,1.248777,0.602296,0.093407,3.194923,0.021726
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_planks_33_72_height.jpg,Wood,31.414988,0.552510,0.233180,0.555573,1.246346,0.568323,0.094837,3.091917,0.025921
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_planks_33_74_height.jpg,Wood,26.009947,0.548005,0.223733,0.552664,1.142334,0.543212,0.086005,2.884043,0.024346
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wood_planks_33_97_height.jpg,Wood,171.390134,0.538059,0.187375,0.215828,2.553813,0.821482,0.165831,5.084323,0.073755
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wooden_planks_1_25_height.png,Wood,0.675273,0.785591,0.369994,0.744657,0.264914,0.498068,0.017514,1.368393,0.004773
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wooden_planks_2_37_height.png,Wood,2.724720,0.619905,0.171181,0.801527,1.183289,0.497986,0.040988,3.194923,0.010026
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__old_wooden_planks_3_92_height.png,Wood,49.791035,0.317715,0.072118,0.443568,2.605104,0.474457,0.106001,3.994032,0.047363
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__orange_painted_old_wood_01_height.png,Wood,1.235303,0.686517,0.273675,0.721613,0.509264,0.497980,0.022986,1.920849,0.007389
